country,region,date,new_cases,total_cases,new_deaths,total_deaths
Angola,Africa,2023-01-01,0.0,105095,0.0,1930
Angola,Africa,2023-01-02,0.0,105095,0.0,1930
Angola,Africa,2023-01-03,23.0,105118,1.0,1931
Angola,Africa,2023-01-04,0.0,105118,0.0,1931
Angola,Africa,2023-01-05,0.0,105118,0.0,1931
Angola,Africa,2023-01-06,0.0,105118,0.0,1931
Angola,Africa,2023-01-07,22.0,105140,0.0,1931
Angola,Africa,2023-01-08,0.0,105140,0.0,1931
Angola,Africa,2023-01-09,0.0,105140,0.0,1931
Angola,Africa,2023-01-10,7.0,105147,0.0,1931
Angola,Africa,2023-01-11,0.0,105147,0.0,1931
Angola,Africa,2023-01-12,0.0,105147,0.0,1931
Angola,Africa,2023-01-13,0.0,105147,0.0,1931
Angola,Africa,2023-01-14,14.0,105161,0.0,1931
Angola,Africa,2023-01-15,0.0,105161,0.0,1931
Angola,Africa,2023-01-16,0.0,105161,0.0,1931
Angola,Africa,2023-01-17,9.0,105170,0.0,1931
Angola,Africa,2023-01-18,0.0,105170,0.0,1931
Angola,Africa,2023-01-19,0.0,105170,0.0,1931
Angola,Africa,2023-01-20,0.0,105170,0.0,1931
Angola,Africa,2023-01-21,13.0,105183,0.0,1931
Angola,Africa,2023-01-22,0.0,105183,0.0,1931
Angola,Africa,2023-01-23,0.0,105183,0.0,1931
Angola,Africa,2023-01-24,1.0,105184,0.0,1931
Angola,Africa,2023-01-25,0.0,105184,0.0,1931
Angola,Africa,2023-01-26,0.0,105184,0.0,1931
Angola,Africa,2023-01-27,0.0,105184,0.0,1931
Angola,Africa,2023-01-28,0.0,105184,0.0,1931
Angola,Africa,2023-01-29,0.0,105184,0.0,1931
Angola,Africa,2023-01-30,0.0,105184,0.0,1931
Angola,Africa,2023-01-31,21.0,105205,0.0,1931
Angola,Africa,2023-02-01,0.0,105205,0.0,1931
Angola,Africa,2023-02-02,0.0,105205,0.0,1931
Angola,Africa,2023-02-03,0.0,105205,0.0,1931
Angola,Africa,2023-02-04,0.0,105205,0.0,1931
Angola,Africa,2023-02-05,0.0,105205,0.0,1931
Angola,Africa,2023-02-06,0.0,105205,0.0,1931
Angola,Africa,2023-02-07,19.0,105224,1.0,1932
Angola,Africa,2023-02-08,0.0,105224,0.0,1932
Angola,Africa,2023-02-09,0.0,105224,0.0,1932
Angola,Africa,2023-02-10,0.0,105224,0.0,1932
Angola,Africa,2023-02-11,0.0,105224,0.0,1932
Angola,Africa,2023-02-12,0.0,105224,0.0,1932
Angola,Africa,2023-02-13,0.0,105224,0.0,1932
Angola,Africa,2023-02-14,19.0,105243,0.0,1932
Angola,Africa,2023-02-15,0.0,105243,0.0,1932
Angola,Africa,2023-02-16,0.0,105243,0.0,1932
Angola,Africa,2023-02-17,0.0,105243,0.0,1932
Angola,Africa,2023-02-18,0.0,105243,0.0,1932
Angola,Africa,2023-02-19,0.0,105243,0.0,1932
Angola,Africa,2023-02-20,0.0,105243,0.0,1932
Angola,Africa,2023-02-21,12.0,105255,1.0,1933
Angola,Africa,2023-02-22,0.0,105255,0.0,1933
Angola,Africa,2023-02-23,0.0,105255,0.0,1933
Angola,Africa,2023-02-24,0.0,105255,0.0,1933
Angola,Africa,2023-02-25,0.0,105255,0.0,1933
Angola,Africa,2023-02-26,0.0,105255,0.0,1933
Angola,Africa,2023-02-27,0.0,105255,0.0,1933
Angola,Africa,2023-02-28,22.0,105277,0.0,1933
Angola,Africa,2023-03-01,0.0,105277,0.0,1933
Angola,Africa,2023-03-02,0.0,105277,0.0,1933
Angola,Africa,2023-03-03,0.0,105277,0.0,1933
Angola,Africa,2023-03-04,0.0,105277,0.0,1933
Angola,Africa,2023-03-05,0.0,105277,0.0,1933
Angola,Africa,2023-03-06,0.0,105277,0.0,1933
Angola,Africa,2023-03-07,11.0,105288,0.0,1933
Angola,Africa,2023-03-08,0.0,105288,0.0,1933
Angola,Africa,2023-03-09,0.0,105288,0.0,1933
Angola,Africa,2023-03-10,0.0,105288,0.0,1933
Angola,Africa,2023-03-11,0.0,105288,0.0,1933
Angola,Africa,2023-03-12,0.0,105288,0.0,1933
Angola,Africa,2023-03-13,0.0,105288,0.0,1933
Angola,Africa,2023-03-14,10.0,105298,0.0,1933
Angola,Africa,2023-03-15,0.0,105298,0.0,1933
Angola,Africa,2023-03-16,0.0,105298,0.0,1933
Angola,Africa,2023-03-17,0.0,105298,0.0,1933
Angola,Africa,2023-03-18,0.0,105298,0.0,1933
Angola,Africa,2023-03-19,0.0,105298,0.0,1933
Angola,Africa,2023-03-20,0.0,105298,0.0,1933
Angola,Africa,2023-03-21,18.0,105316,0.0,1933
Angola,Africa,2023-03-22,0.0,105316,0.0,1933
Angola,Africa,2023-03-23,0.0,105316,0.0,1933
Angola,Africa,2023-03-24,0.0,105316,0.0,1933
Angola,Africa,2023-03-25,0.0,105316,0.0,1933
Angola,Africa,2023-03-26,0.0,105316,0.0,1933
Angola,Africa,2023-03-27,0.0,105316,0.0,1933
Angola,Africa,2023-03-28,7.0,105323,0.0,1933
Angola,Africa,2023-03-29,0.0,105323,0.0,1933
Angola,Africa,2023-03-30,0.0,105323,0.0,1933
Angola,Africa,2023-03-31,0.0,105323,0.0,1933
Angola,Africa,2023-04-01,8.0,105331,1.0,1934
Angola,Africa,2023-04-02,0.0,105331,0.0,1934
Angola,Africa,2023-04-03,0.0,105331,0.0,1934
Angola,Africa,2023-04-04,0.0,105331,0.0,1934
Angola,Africa,2023-04-05,0.0,105331,0.0,1934
Angola,Africa,2023-04-06,13.0,105344,0.0,1934
Angola,Africa,2023-04-07,0.0,105344,0.0,1934
Angola,Africa,2023-04-08,0.0,105344,0.0,1934
Angola,Africa,2023-04-09,0.0,105344,0.0,1934
Angola,Africa,2023-04-10,0.0,105344,0.0,1934
Angola,Africa,2023-04-11,9.0,105353,0.0,1934
Angola,Africa,2023-04-12,0.0,105353,0.0,1934
Angola,Africa,2023-04-13,0.0,105353,0.0,1934
Angola,Africa,2023-04-14,0.0,105353,0.0,1934
