country,region,date,new_cases,total_cases,new_deaths,total_deaths
Afghanistan,Eastern Mediterranean,2023-01-01,25.0,207579,0.0,7849
Afghanistan,Eastern Mediterranean,2023-01-02,6.0,207585,0.0,7849
Afghanistan,Eastern Mediterranean,2023-01-03,59.0,207644,0.0,7849
Afghanistan,Eastern Mediterranean,2023-01-04,52.0,207696,1.0,7850
Afghanistan,Eastern Mediterranean,2023-01-05,18.0,207714,0.0,7850
Afghanistan,Eastern Mediterranean,2023-01-06,48.0,207762,0.0,7850
Afghanistan,Eastern Mediterranean,2023-01-07,5.0,207767,0.0,7850
Afghanistan,Eastern Mediterranean,2023-01-08,13.0,207780,1.0,7851
Afghanistan,Eastern Mediterranean,2023-01-09,30.0,207810,1.0,7852
Afghanistan,Eastern Mediterranean,2023-01-10,31.0,207841,2.0,7854
Afghanistan,Eastern Mediterranean,2023-01-11,25.0,207866,0.0,7854
Afghanistan,Eastern Mediterranean,2023-01-12,34.0,207900,0.0,7854
Afghanistan,Eastern Mediterranean,2023-01-13,25.0,207925,1.0,7855
Afghanistan,Eastern Mediterranean,2023-01-14,11.0,207936,0.0,7855
Afghanistan,Eastern Mediterranean,2023-01-15,17.0,207953,0.0,7855
Afghanistan,Eastern Mediterranean,2023-01-16,16.0,207969,0.0,7855
Afghanistan,Eastern Mediterranean,2023-01-17,24.0,207993,2.0,7857
Afghanistan,Eastern Mediterranean,2023-01-18,16.0,208009,2.0,7859
Afghanistan,Eastern Mediterranean,2023-01-19,25.0,208034,0.0,7859
Afghanistan,Eastern Mediterranean,2023-01-20,50.0,208084,1.0,7860
Afghanistan,Eastern Mediterranean,2023-01-21,6.0,208090,0.0,7860
Afghanistan,Eastern Mediterranean,2023-01-22,7.0,208097,0.0,7860
Afghanistan,Eastern Mediterranean,2023-01-23,125.0,208222,1.0,7861
Afghanistan,Eastern Mediterranean,2023-01-24,67.0,208289,0.0,7861
Afghanistan,Eastern Mediterranean,2023-01-25,35.0,208324,1.0,7862
Afghanistan,Eastern Mediterranean,2023-01-26,74.0,208398,1.0,7863
Afghanistan,Eastern Mediterranean,2023-01-27,13.0,208411,0.0,7863
Afghanistan,Eastern Mediterranean,2023-01-28,6.0,208417,2.0,7865
Afghanistan,Eastern Mediterranean,2023-01-29,3.0,208420,1.0,7866
Afghanistan,Eastern Mediterranean,2023-01-30,32.0,208452,0.0,7866
Afghanistan,Eastern Mediterranean,2023-01-31,27.0,208479,2.0,7868
Afghanistan,Eastern Mediterranean,2023-02-01,27.0,208506,1.0,7869
Afghanistan,Eastern Mediterranean,2023-02-02,42.0,208548,3.0,7872
Afghanistan,Eastern Mediterranean,2023-02-03,121.0,208669,0.0,7872
Afghanistan,Eastern Mediterranean,2023-02-04,20.0,208689,0.0,7872
Afghanistan,Eastern Mediterranean,2023-02-05,3.0,208692,2.0,7874
Afghanistan,Eastern Mediterranean,2023-02-06,12.0,208704,0.0,7874
Afghanistan,Eastern Mediterranean,2023-02-07,17.0,208721,0.0,7874
Afghanistan,Eastern Mediterranean,2023-02-08,50.0,208771,3.0,7877
Afghanistan,Eastern Mediterranean,2023-02-09,31.0,208802,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-10,22.0,208824,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-11,16.0,208840,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-12,16.0,208856,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-13,129.0,208985,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-14,35.0,209020,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-15,34.0,209054,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-16,5.0,209059,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-17,13.0,209072,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-18,12.0,209084,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-19,2.0,209086,0.0,7877
Afghanistan,Eastern Mediterranean,2023-02-20,23.0,209109,1.0,7878
Afghanistan,Eastern Mediterranean,2023-02-21,57.0,209166,0.0,7878
Afghanistan,Eastern Mediterranean,2023-02-22,15.0,209181,0.0,7878
Afghanistan,Eastern Mediterranean,2023-02-23,14.0,209195,0.0,7878
Afghanistan,Eastern Mediterranean,2023-02-24,0.0,209195,0.0,7878
Afghanistan,Eastern Mediterranean,2023-02-25,42.0,209237,0.0,7878
Afghanistan,Eastern Mediterranean,2023-02-26,14.0,209251,0.0,7878
Afghanistan,Eastern Mediterranean,2023-02-27,29.0,209280,0.0,7878
Afghanistan,Eastern Mediterranean,2023-02-28,42.0,209322,1.0,7879
Afghanistan,Eastern Mediterranean,2023-03-01,18.0,209340,0.0,7879
Afghanistan,Eastern Mediterranean,2023-03-02,0.0,209340,0.0,7879
Afghanistan,Eastern Mediterranean,2023-03-03,19.0,209359,0.0,7879
Afghanistan,Eastern Mediterranean,2023-03-04,7.0,209366,0.0,7879
Afghanistan,Eastern Mediterranean,2023-03-05,3.0,209369,0.0,7879
Afghanistan,Eastern Mediterranean,2023-03-06,25.0,209394,0.0,7879
Afghanistan,Eastern Mediterranean,2023-03-07,20.0,209414,0.0,7879
Afghanistan,Eastern Mediterranean,2023-03-08,28.0,209442,0.0,7879
Afghanistan,Eastern Mediterranean,2023-03-09,17.0,209459,0.0,7879
Afghanistan,Eastern Mediterranean,2023-03-10,16.0,209475,0.0,7879
Afghanistan,Eastern Mediterranean,2023-03-11,13.0,209488,1.0,7880
Afghanistan,Eastern Mediterranean,2023-03-12,22.0,209510,0.0,7880
Afghanistan,Eastern Mediterranean,2023-03-13,28.0,209538,1.0,7881
Afghanistan,Eastern Mediterranean,2023-03-14,24.0,209562,0.0,7881
Afghanistan,Eastern Mediterranean,2023-03-15,40.0,209602,0.0,7881
Afghanistan,Eastern Mediterranean,2023-03-16,46.0,209648,0.0,7881
Afghanistan,Eastern Mediterranean,2023-03-17,51.0,209699,0.0,7881
Afghanistan,Eastern Mediterranean,2023-03-18,25.0,209724,0.0,7881
Afghanistan,Eastern Mediterranean,2023-03-19,25.0,209749,0.0,7881
Afghanistan,Eastern Mediterranean,2023-03-20,27.0,209776,0.0,7881
Afghanistan,Eastern Mediterranean,2023-03-21,72.0,209848,0.0,7881
Afghanistan,Eastern Mediterranean,2023-03-22,36.0,209884,0.0,7881
Afghanistan,Eastern Mediterranean,2023-03-23,75.0,209959,1.0,7882
Afghanistan,Eastern Mediterranean,2023-03-24,58.0,210017,0.0,7882
Afghanistan,Eastern Mediterranean,2023-03-25,55.0,210072,0.0,7882
Afghanistan,Eastern Mediterranean,2023-03-26,8.0,210080,0.0,7882
Afghanistan,Eastern Mediterranean,2023-03-27,47.0,210127,0.0,7882
Afghanistan,Eastern Mediterranean,2023-03-28,54.0,210181,0.0,7882
Afghanistan,Eastern Mediterranean,2023-03-29,100.0,210281,0.0,7882
Afghanistan,Eastern Mediterranean,2023-03-30,107.0,210388,0.0,7882
Afghanistan,Eastern Mediterranean,2023-03-31,87.0,210475,0.0,7882
Afghanistan,Eastern Mediterranean,2023-04-01,107.0,210582,1.0,7883
Afghanistan,Eastern Mediterranean,2023-04-02,46.0,210628,0.0,7883
Afghanistan,Eastern Mediterranean,2023-04-03,105.0,210733,0.0,7883
Afghanistan,Eastern Mediterranean,2023-04-04,131.0,210864,0.0,7883
Afghanistan,Eastern Mediterranean,2023-04-05,185.0,211049,1.0,7884
Afghanistan,Eastern Mediterranean,2023-04-06,141.0,211190,0.0,7884
Afghanistan,Eastern Mediterranean,2023-04-07,109.0,211299,0.0,7884
Afghanistan,Eastern Mediterranean,2023-04-08,169.0,211468,0.0,7884
Afghanistan,Eastern Mediterranean,2023-04-09,44.0,211512,0.0,7884
Afghanistan,Eastern Mediterranean,2023-04-10,118.0,211630,0.0,7884
